zip_code,city_or_po_name,state,ZCTA
14737,Franklinville,NY,14737
14738,Frewsburg,NY,14738
14739,Friendship,NY,14739
14740,Gerry,NY,14740
14741,Great Valley,NY,14741
14742,Greenhurst,NY,14742
14743,Hinsdale,NY,14743
14744,Houghton,NY,14744
14745,Hume,NY,14735
14747,Kennedy,NY,14747
14748,Kill Buck,NY,14748
14750,Lakewood,NY,14750
14751,Leon,NY,14726
14752,Lily Dale,NY,14752
14753,Limestone,NY,14753
14754,Little Genesee,NY,14754
14755,Little Valley,NY,14755
14756,Maple Springs,NY,14756
14757,Mayville,NY,14757
14758,Niobe,NY,14767
14760,Olean,NY,14760
14766,Otto,NY,14719
14767,Panama,NY,14767
14769,Portland,NY,14769
14770,Portville,NY,14770
14772,Randolph,NY,14772
14774,Richburg,NY,14774
14775,Ripley,NY,14775
14777,Rushford,NY,14777
14778,Saint Bonaventure,NY,14778
14779,Salamanca,NY,14779
14781,Sherman,NY,14781
14782,Sinclairville,NY,14782
14783,Steamburg,NY,14783
14784,Stockton,NY,14784
14785,Stow,NY,14710
14786,West Clarksville,NY,14727
14787,Westfield,NY,14787
14788,Westons Mills,NY,14788
14801,Addison,NY,14801
14802,Alfred,NY,14802
14803,Alfred Station,NY,14803
14804,Almond,NY,14804
14805,Alpine,NY,14805
14806,Andover,NY,14806
14807,Arkport,NY,14807
14808,Atlanta,NY,14808
14809,Avoca,NY,14809
14810,Bath,NY,14810
14812,Beaver Dams,NY,14812
14813,Belmont,NY,14813
14814,Big Flats,NY,14814
14815,Bradford,NY,14815
14816,Breesport,NY,14816
14817,Brooktondale,NY,14817
14818,Burdett,NY,14818
14819,Cameron,NY,14819
14820,Cameron Mills,NY,14820
14821,Campbell,NY,14821
14822,Canaseraga,NY,14822
14823,Canisteo,NY,14823
14824,Cayuta,NY,14824
14825,Chemung,NY,14825
14826,Cohocton,NY,14826
14827,Coopers Plains,NY,14827
14830,Corning,NY,14830
14831,Corning,NY,14830
14836,Dalton,NY,14836
14837,Dundee,NY,14837
14838,Erin,NY,14838
14839,Greenwood,NY,14839
14840,Hammondsport,NY,14840
14841,Hector,NY,14841
14842,Himrod,NY,14842
14843,Hornell,NY,14843
14845,Horseheads,NY,14845
14846,Hunt,NY,14846
14847,Interlaken,NY,14847
14850,Ithaca,NY,14850
14851,Ithaca,NY,14850
14852,Ithaca,NY,14850
14853,Ithaca,NY,14853
14854,Jacksonville,NY,14854
14855,Jasper,NY,14855
14856,Kanona,NY,14856
14857,Lakemont,NY,14837
14858,Lindley,NY,14858
14859,Lockwood,NY,14859
14860,Lodi,NY,14860
14861,Lowman,NY,14861
14863,Mecklenburg,NY,14886
14864,Millport,NY,14864
14865,Montour Falls,NY,14865
14867,Newfield,NY,14867
14869,Odessa,NY,14869
14870,Painted Post,NY,14870
14871,Pine City,NY,14871
14872,Pine Valley,NY,14872
14873,Prattsburgh,NY,14873
14874,Pulteney,NY,14874
14876,Reading Center,NY,14891
14877,Rexville,NY,14877
14878,Rock Stream,NY,14878
14879,Savona,NY,14879
14880,Scio,NY,14880
14881,Slaterville Springs,NY,14881
14882,Lansing,NY,14882
14883,Spencer,NY,14883
14884,Swain,NY,14884
14885,Troupsburg,NY,14885
14886,Trumansburg,NY,14886
14887,Tyrone,NY,14891
14889,Van Etten,NY,14889
14891,Watkins Glen,NY,14891
14892,Waverly,NY,14892
14893,Wayne,NY,14893
14894,Wellsburg,NY,14894
14895,Wellsville,NY,14895
14897,Whitesville,NY,14897
14898,Woodhull,NY,14898
14901,Elmira,NY,14901
14902,Elmira,NY,14901
14903,Elmira,NY,14903
14904,Elmira,NY,14904
14905,Elmira,NY,14905
15001,Aliquippa,PA,15001
15003,Ambridge,PA,15003
15004,Atlasburg,PA,15004
15005,Baden,PA,15005
15006,Bairdford,PA,15006
15007,Bakerstown,PA,15007
15009,Beaver,PA,15009
15010,Beaver Falls,PA,15010
15012,Belle Vernon,PA,15012
15014,Brackenridge,PA,15014
15015,Bradfordwoods,PA,15015
15017,Bridgeville,PA,15017
15018,Buena Vista,PA,15018
15019,Bulger,PA,15019
15020,Bunola,PA,15020
15021,Burgettstown,PA,15021
15022,Charleroi,PA,15022
15024,Cheswick,PA,15024
15025,Clairton,PA,15025
15026,Clinton,PA,15026
15027,Conway,PA,15027
15028,Coulters,PA,15028
15030,Creighton,PA,15030
15031,Cuddy,PA,15031
15032,Curtisville,PA,15084
15033,Donora,PA,15033
15034,Dravosburg,PA,15034
15035,East Mc Keesport,PA,15035
15037,Elizabeth,PA,15037
15038,Elrama,PA,15038
15042,Freedom,PA,15042
15043,Georgetown,PA,15043
15044,Gibsonia,PA,15044
15045,Glassport,PA,15045
15046,Crescent,PA,15046
15047,Greenock,PA,15047
15049,Harwick,PA,15049
15050,Hookstown,PA,15050
15051,Indianola,PA,15051
15052,Industry,PA,15052
15053,Joffre,PA,15053
15054,Langeloth,PA,15054
15055,Lawrence,PA,15055
15056,Leetsdale,PA,15056
15057,Mc Donald,PA,15057
15059,Midland,PA,15059
15060,Midway,PA,15060
15061,Monaca,PA,15061
15062,Monessen,PA,15062
15063,Monongahela,PA,15063
15064,Morgan,PA,15064
15065,Natrona Heights,PA,15065
15066,New Brighton,PA,15066
15067,New Eagle,PA,15067
15068,New Kensington,PA,15068
15069,New Kensington,PA,15068
15071,Oakdale,PA,15071
15072,Pricedale,PA,15072
15074,Rochester,PA,15074
15075,Rural Ridge,PA,15075
15076,Russellton,PA,15076
15077,Shippingport,PA,15077
15078,Slovan,PA,15078
15081,South Heights,PA,15081
15082,Sturgeon,PA,15082
15083,Sutersville,PA,15083
15084,Tarentum,PA,15084
15085,Trafford,PA,15085
15086,Warrendale,PA,15086
15087,Webster,PA,15087
15088,West Elizabeth,PA,15088
15089,West Newton,PA,15089
15090,Wexford,PA,15090
15091,Wildwood,PA,15044
15095,Warrendale,PA,16046
15096,Warrendale,PA,15086
15101,Allison Park,PA,15101
15102,Bethel Park,PA,15102
15104,Braddock,PA,15104
15106,Carnegie,PA,15106
15108,Coraopolis,PA,15108
15110,Duquesne,PA,15110
15112,East Pittsburgh,PA,15112
15116,Glenshaw,PA,15116
15120,Homestead,PA,15120
15122,West Mifflin,PA,15122
15123,West Mifflin,PA,15122
15126,Imperial,PA,15126
15127,Ingomar,PA,15143
15129,South Park,PA,15129
15131,McKeesport,PA,15131
15132,McKeesport,PA,15132
15133,McKeesport,PA,15133
15134,McKeesport,PA,15132
15135,McKeesport,PA,15135
15136,Mc Kees Rocks,PA,15136
15137,North Versailles,PA,15137
15139,Oakmont,PA,15139
15140,Pitcairn,PA,15140
15142,Presto,PA,15142
15143,Sewickley,PA,15143
15144,Springdale,PA,15144
15145,Turtle Creek,PA,15145
15146,Monroeville,PA,15146
15147,Verona,PA,15147
15148,Wilmerding,PA,15148
15201,Pittsburgh,PA,15201
15202,Pittsburgh,PA,15202
15203,Pittsburgh,PA,15203
15204,Pittsburgh,PA,15204
15205,Pittsburgh,PA,15205
15206,Pittsburgh,PA,15206
15207,Pittsburgh,PA,15207
15208,Pittsburgh,PA,15208
15209,Pittsburgh,PA,15209
15210,Pittsburgh,PA,15210
15211,Pittsburgh,PA,15211
15212,Pittsburgh,PA,15212
15213,Pittsburgh,PA,15213
15214,Pittsburgh,PA,15214
15215,Pittsburgh,PA,15215
15216,Pittsburgh,PA,15216
15217,Pittsburgh,PA,15217
15218,Pittsburgh,PA,15218
15219,Pittsburgh,PA,15219
15220,Pittsburgh,PA,15220
15221,Pittsburgh,PA,15221
15222,Pittsburgh,PA,15222
15223,Pittsburgh,PA,15223
15224,Pittsburgh,PA,15224
15225,Pittsburgh,PA,15225
15226,Pittsburgh,PA,15226
15227,Pittsburgh,PA,15227
15228,Pittsburgh,PA,15228
15229,Pittsburgh,PA,15229
15230,Pittsburgh,PA,15222
15231,Pittsburgh,PA,15108
15232,Pittsburgh,PA,15232
15233,Pittsburgh,PA,15233
15234,Pittsburgh,PA,15234
15235,Pittsburgh,PA,15235
15236,Pittsburgh,PA,15236
15237,Pittsburgh,PA,15237
15238,Pittsburgh,PA,15238
15239,Pittsburgh,PA,15239
15240,Pittsburgh,PA,15215
15241,Pittsburgh,PA,15241
15242,Pittsburgh,PA,15205
15243,Pittsburgh,PA,15243
15244,Pittsburgh,PA,15205
15250,Pittsburgh,PA,15212
15251,Pittsburgh,PA,15212
15252,Pittsburgh,PA,15219
15253,Pittsburgh,PA,15212
15254,Pittsburgh,PA,15219
15255,Pittsburgh,PA,15212
15257,Pittsburgh,PA,15219
15258,Pittsburgh,PA,15219
15259,Pittsburgh,PA,15219
15260,Pittsburgh,PA,15260
15261,Pittsburgh,PA,15213
15262,Pittsburgh,PA,15219
15264,Pittsburgh,PA,15212
15265,Pittsburgh,PA,15222
15267,Pittsburgh,PA,15233
15268,Pittsburgh,PA,15212
15270,Pittsburgh,PA,15228
15272,Pittsburgh,PA,15222
15274,Pittsburgh,PA,15212
15275,Pittsburgh,PA,15108
15276,Pittsburgh,PA,15205
15277,Pittsburgh,PA,15205
15278,Pittsburgh,PA,15222
15279,Pittsburgh,PA,15233
15281,Pittsburgh,PA,15219
15282,Pittsburgh,PA,15219
15283,Pittsburgh,PA,15220
15286,Pittsburgh,PA,15212
15289,Pittsburgh,PA,15213
15290,Pittsburgh,PA,15290
15295,Pittsburgh,PA,15202
15301,Washington,PA,15301
15310,Aleppo,PA,15310
15311,Amity,PA,15311
15312,Avella,PA,15312
15313,Beallsville,PA,15313
15314,Bentleyville,PA,15314
15315,Bobtown,PA,15315
15316,Brave,PA,15316
15317,Canonsburg,PA,15317
15320,Carmichaels,PA,15320
15321,Cecil,PA,15321
15322,Clarksville,PA,15322
15323,Claysville,PA,15323
15324,Cokeburg,PA,15324
15325,Crucible,PA,15325
15327,Dilliner,PA,15327
15329,Prosperity,PA,15329
15330,Eighty Four,PA,15330
15331,Ellsworth,PA,15331
15332,Finleyville,PA,15332
15333,Fredericktown,PA,15333
15334,Garards Fort,PA,15334
15336,Gastonville,PA,15332
15337,Graysville,PA,15337
15338,Greensboro,PA,15338
15339,Hendersonville,PA,15317
15340,Hickory,PA,15340
15341,Holbrook,PA,15341
15342,Houston,PA,15342
15344,Jefferson,PA,15344
15345,Marianna,PA,15345
15346,Mather,PA,15346
15347,Meadow Lands,PA,15347
15348,Millsboro,PA,15348
15349,Mount Morris,PA,15349
15350,Muse,PA,15350
15351,Nemacolin,PA,15351
15352,New Freeport,PA,15352
15353,Nineveh,PA,15353
15357,Rices Landing,PA,15357
15358,Richeyville,PA,15358
15359,Rogersville,PA,15359
15360,Scenery Hill,PA,15360
15361,Southview,PA,15361
15362,Spraggs,PA,15362
15363,Strabane,PA,15363
15364,Sycamore,PA,15364
15365,Taylorstown,PA,15323
15366,Van Voorhis,PA,15366
15367,Venetia,PA,15367
15368,Vestaburg,PA,15368
15370,Waynesburg,PA,15370
15376,West Alexander,PA,15376
15377,West Finley,PA,15377
15378,Westland,PA,15378
15379,West Middletown,PA,15379
15380,Wind Ridge,PA,15380
15401,Uniontown,PA,15401
15410,Adah,PA,15410
15411,Addison,PA,15411
15412,Allenport,PA,15412
15413,Allison,PA,15413
15415,Brier Hill,PA,15468
15416,Brownfield,PA,15401
15417,Brownsville,PA,15417
15419,California,PA,15419
15420,Cardale,PA,15420
15421,Chalk Hill,PA,15421
15422,Chestnut Ridge,PA,15422
15423,Coal Center,PA,15423
15424,Confluence,PA,15424
15425,Connellsville,PA,15425
15427,Daisytown,PA,15427
15428,Dawson,PA,15428
15429,Denbo,PA,15429
15430,Dickerson Run,PA,15430
15431,Dunbar,PA,15431
15432,Dunlevy,PA,15432
15433,East Millsboro,PA,15433
15434,Elco,PA,15434
15435,Fairbank,PA,15435
15436,Fairchance,PA,15436
15437,Farmington,PA,15437
15438,Fayette City,PA,15438
15439,Gans,PA,15451
15440,Gibbon Glade,PA,15440
15442,Grindstone,PA,15442
15443,Hibbs,PA,15443
15444,Hiller,PA,15444
15445,Hopwood,PA,15445
15446,Indian Head,PA,15446
15447,Isabella,PA,15447
15448,Jacobs Creek,PA,15448
15449,Keisterville,PA,15449
15450,La Belle,PA,15450
15451,Lake Lynn,PA,15451
15454,Leckrone,PA,15454
15455,Leisenring,PA,15455
15456,Lemont Furnace,PA,15456
15458,Mc Clellandtown,PA,15458
15459,Markleysburg,PA,15459
15460,Martin,PA,15460
15461,Masontown,PA,15461
15462,Melcroft,PA,15462
15463,Merrittstown,PA,15463
15464,Mill Run,PA,15464
15465,Mount Braddock,PA,15456
15466,Newell,PA,15466
15467,New Geneva,PA,15467
15468,New Salem,PA,15468
15469,Normalville,PA,15469
15470,Ohiopyle,PA,15470
15472,Oliver,PA,15472
15473,Perryopolis,PA,15473
15474,Point Marion,PA,15474
15475,Republic,PA,15475
15476,Ronco,PA,15476
15477,Roscoe,PA,15477
15478,Smithfield,PA,15478
15479,Smithton,PA,15479
15480,Smock,PA,15480
15482,Star Junction,PA,15482
15483,Stockdale,PA,15483
15484,Uledi,PA,15484
15485,Ursina,PA,15424
15486,Vanderbilt,PA,15486
15488,Waltersburg,PA,15480
15489,West Leisenring,PA,15489
15490,White,PA,15490
15492,Wickhaven,PA,15492
15501,Somerset,PA,15501
15502,Hidden Valley,PA,15502
15510,Somerset,PA,15510
15520,Acosta,PA,15520
15521,Alum Bank,PA,15521
15522,Bedford,PA,15522
15530,Berlin,PA,15530
15531,Boswell,PA,15531
15532,Boynton,PA,15532
15533,Breezewood,PA,15533
15534,Buffalo Mills,PA,15534
15535,Clearville,PA,15535
15536,Crystal Spring,PA,15536
15537,Everett,PA,15537
15538,Fairhope,PA,15538
15539,Fishertown,PA,15539
15540,Fort Hill,PA,15540
15541,Friedens,PA,15541
15542,Garrett,PA,15542
15544,Gray,PA,15544
15545,Hyndman,PA,15545
15546,Jenners,PA,15546
15547,Jennerstown,PA,15547
15548,Kantner,PA,15563
15549,Listie,PA,15541
15550,Manns Choice,PA,15550
15551,Markleton,PA,15551
15552,Meyersdale,PA,15552
15553,New Baltimore,PA,15530
15554,New Paris,PA,15554
15555,Quecreek,PA,15555
15557,Rockwood,PA,15557
15558,Salisbury,PA,15558
15559,Schellsburg,PA,15559
15560,Shanksville,PA,15560
15561,Sipesville,PA,15561
15562,Springs,PA,15562
15563,Stoystown,PA,15563
15564,Wellersburg,PA,15564
15565,West Salisbury,PA,15558
15601,Greensburg,PA,15601
15605,Greensburg,PA,15601
15606,Greensburg,PA,15601
15610,Acme,PA,15610
15611,Adamsburg,PA,15611
15612,Alverton,PA,15612
15613,Apollo,PA,15613
15615,Ardara,PA,15615
15616,Armbrust,PA,15616
15617,Arona,PA,15617
15618,Avonmore,PA,15618
15619,Bovard,PA,15601
15620,Bradenville,PA,15620
15621,Calumet,PA,15621
15622,Champion,PA,15622
15623,Claridge,PA,15623
15624,Crabtree,PA,15624
15625,Darragh,PA,15625
15626,Delmont,PA,15626
15627,Derry,PA,15627
15628,Donegal,PA,15628
15629,East Vandergrift,PA,15629
15631,Everson,PA,15631
15632,Export,PA,15632
15633,Forbes Road,PA,15633
15634,Grapeville,PA,15634
15635,Hannastown,PA,15635
15636,Harrison City,PA,15636
15637,Herminie,PA,15637
15638,Hostetter,PA,15638
15639,Hunker,PA,15639
15640,Hutchinson,PA,15640
15641,Hyde Park,PA,15641
15642,Irwin,PA,15642
15644,Jeannette,PA,15644
15646,Jones Mills,PA,15646
15647,Larimer,PA,15647
15650,Latrobe,PA,15650
15655,Laughlintown,PA,15655
15656,Leechburg,PA,15656
15658,Ligonier,PA,15658
15660,Lowber,PA,15660
15661,Loyalhanna,PA,15661
15662,Luxor,PA,15662
15663,Madison,PA,15663
15664,Mammoth,PA,15666
15665,Manor,PA,15665
15666,Mount Pleasant,PA,15666
15668,Murrysville,PA,15668
15670,New Alexandria,PA,15670
15671,New Derry,PA,15671
15672,New Stanton,PA,15672
15673,North Apollo,PA,15673
15674,Norvelt,PA,15666
15675,Penn,PA,15675
15676,Pleasant Unity,PA,15676
15677,Rector,PA,15677
15678,Rillton,PA,15678
15679,Ruffs Dale,PA,15679
15680,Salina,PA,15680
15681,Saltsburg,PA,15681
15682,Schenley,PA,15656
15683,Scottdale,PA,15683
15684,Slickville,PA,15684
15685,Southwest,PA,15666
15686,Spring Church,PA,15686
15687,Stahlstown,PA,15687
15688,Tarrs,PA,15688
15689,United,PA,15689
15690,Vandergrift,PA,15690
15691,Wendel,PA,15691
15692,Westmoreland City,PA,15692
15693,Whitney,PA,15693
15695,Wyano,PA,15695
15696,Youngstown,PA,15696
15697,Youngwood,PA,15697
15698,Yukon,PA,15698
15701,Indiana,PA,15701
15705,Indiana,PA,15701
15710,Alverda,PA,15710
15711,Anita,PA,15711
15712,Arcadia,PA,15712
15713,Aultman,PA,15713
15714,Northern Cambria,PA,15714
15715,Big Run,PA,15715
15716,Black Lick,PA,15716
15717,Blairsville,PA,15717
15720,Brush Valley,PA,15701
15721,Burnside,PA,15721
15722,Carrolltown,PA,15722
15723,Chambersville,PA,15723
15724,Cherry Tree,PA,15724
15725,Clarksburg,PA,15725
15727,Clune,PA,15727
15728,Clymer,PA,15728
15729,Commodore,PA,15729
15730,Coolspring,PA,15730
15731,Coral,PA,15731
15732,Creekside,PA,15732
15733,De Lancey,PA,15733
15734,Dixonville,PA,15734
15736,Elderton,PA,15736
15737,Elmora,PA,15737
15738,Emeigh,PA,15738
15739,Ernest,PA,15739
15741,Gipsy,PA,15741
15742,Glen Campbell,PA,15742
15744,Hamilton,PA,15744
15745,Heilwood,PA,15745
15746,Hillsdale,PA,15746
15747,Home,PA,15747
15748,Homer City,PA,15748
15750,Josephine,PA,15750
15752,Kent,PA,15752
15753,La Jose,PA,15753
15754,Lucernemines,PA,15754
15756,Mc Intyre,PA,15756
15757,Mahaffey,PA,15757
15758,Marchand,PA,15767
15759,Marion Center,PA,15759
15760,Marsteller,PA,15760
15761,Mentcle,PA,15761
15762,Nicktown,PA,15762
15763,Northpoint,PA,15767
15764,Oliveburg,PA,15764
15765,Penn Run,PA,15765
15767,Punxsutawney,PA,15767
15770,Ringgold,PA,15770
15771,Rochester Mills,PA,15771
15772,Rossiter,PA,15772
15773,Saint Benedict,PA,15773
15774,Shelocta,PA,15774
15775,Spangler,PA,15775
15776,Sprankle Mills,PA,15776
15777,Starford,PA,15777
15778,Timblin,PA,15778
15779,Torrance,PA,15779
15780,Valier,PA,15780
15781,Walston,PA,15781
15783,West Lebanon,PA,15783
15784,Worthville,PA,15784
15801,Du Bois,PA,15801
15821,Benezett,PA,15821
15822,Brandy Camp,PA,15853
15823,Brockport,PA,15823
15824,Brockway,PA,15824
15825,Brookville,PA,15825
15827,Byrnedale,PA,15827
15828,Clarington,PA,15828
15829,Corsica,PA,15829
15831,Dagus Mines,PA,15846
15832,Driftwood,PA,15832
15834,Emporium,PA,15834
15840,Falls Creek,PA,15840
15841,Force,PA,15841
15845,Johnsonburg,PA,15845
15846,Kersey,PA,15846
15847,Knox Dale,PA,15847
15848,Luthersburg,PA,15848
15849,Penfield,PA,15849
15851,Reynoldsville,PA,15851
15853,Ridgway,PA,15853
15856,Rockton,PA,15856
15857,Saint Marys,PA,15857
15860,Sigel,PA,15860
15861,Sinnamahoning,PA,15861
15863,Stump Creek,PA,15863
15864,Summerville,PA,15864
15865,Sykesville,PA,15865
15866,Troutville,PA,15866
15868,Weedville,PA,15868
15870,Wilcox,PA,15870
15901,Johnstown,PA,15901
15902,Johnstown,PA,15902
15904,Johnstown,PA,15904
15905,Johnstown,PA,15905
15906,Johnstown,PA,15906
15907,Johnstown,PA,15901
15909,Johnstown,PA,15909
15915,Johnstown,PA,15901
15920,Armagh,PA,15920
15921,Beaverdale,PA,15921
15922,Belsano,PA,15922
15923,Bolivar,PA,15923
15924,Cairnbrook,PA,15924
15925,Cassandra,PA,15925
15926,Central City,PA,15926
15927,Colver,PA,15927
15928,Davidsville,PA,15928
15929,Dilltown,PA,15929
15930,Dunlo,PA,15930
15931,Ebensburg,PA,15931
15934,Elton,PA,15934
15935,Hollsopple,PA,15935
15936,Hooversville,PA,15936
15937,Jerome,PA,15937
15938,Lilly,PA,15938
15940,Loretto,PA,15940
15942,Mineral Point,PA,15942
15943,Nanty Glo,PA,15943
15944,New Florence,PA,15944
15945,Parkhill,PA,15945
15946,Portage,PA,15946
15948,Revloc,PA,15948
15949,Robinson,PA,15949
15951,Saint Michael,PA,15951
15952,Salix,PA,15952
15953,Seanor,PA,15953
15954,Seward,PA,15954
15955,Sidman,PA,15955
15956,South Fork,PA,15956
15957,Strongstown,PA,15957
15958,Summerhill,PA,15958
15959,Tire Hill,PA,15904
15960,Twin Rocks,PA,15960
15961,Vintondale,PA,15961
15962,Wilmore,PA,15962
15963,Windber,PA,15963
16001,Butler,PA,16001
16002,Butler,PA,16002
16003,Butler,PA,16001
16016,Boyers,PA,16061
16017,Boyers,PA,16061
16018,Boyers,PA,16020
16020,Boyers,PA,16020
16021,Branchton,PA,16038
16022,Bruin,PA,16022
16023,Cabot,PA,16023
16024,Callery,PA,16024
16025,Chicora,PA,16025
16027,Connoquenessing,PA,16027
16028,East Brady,PA,16028
16029,East Butler,PA,16029
16030,Eau Claire,PA,16030
16033,Evans City,PA,16033
16034,Fenelton,PA,16034
16035,Forestville,PA,16035
16036,Foxburg,PA,16036
16037,Harmony,PA,16037
16038,Harrisville,PA,16038
16039,Herman,PA,16001
16040,Hilliards,PA,16040
16041,Karns City,PA,16041
16045,Lyndora,PA,16045
16046,Mars,PA,16046
16048,North Washington,PA,16048
16049,Parker,PA,16049
16050,Petrolia,PA,16050
16051,Portersville,PA,16051
16052,Prospect,PA,16052
16053,Renfrew,PA,16053
16054,Saint Petersburg,PA,16054
16055,Sarver,PA,16055
16056,Saxonburg,PA,16056
16057,Slippery Rock,PA,16057
16058,Turkey City,PA,16373
16059,Valencia,PA,16059
16061,West Sunbury,PA,16061
16063,Zelienople,PA,16063
16066,Cranberry Township,PA,16066
16101,New Castle,PA,16101
16102,New Castle,PA,16102
16103,New Castle,PA,16101
16105,New Castle,PA,16105
16107,New Castle,PA,16101
16108,New Castle,PA,16101
16110,Adamsville,PA,16110
16111,Atlantic,PA,16111
16112,Bessemer,PA,16112
16113,Clark,PA,16113
16114,Clarks Mills,PA,16114
16115,Darlington,PA,16115
16116,Edinburg,PA,16116
16117,Ellwood City,PA,16117
16120,Enon Valley,PA,16120
16121,Farrell,PA,16121
16123,Fombell,PA,16123
16124,Fredonia,PA,16124
16125,Greenville,PA,16125
16127,Grove City,PA,16127
16130,Hadley,PA,16130
16131,Hartstown,PA,16131
16132,Hillsville,PA,16132
16133,Jackson Center,PA,16133
16134,Jamestown,PA,16134
16136,Koppel,PA,16136
16137,Mercer,PA,16137
16140,New Bedford,PA,16140
16141,New Galilee,PA,16141
16142,New Wilmington,PA,16142
16143,Pulaski,PA,16143
16145,Sandy Lake,PA,16145
16146,Sharon,PA,16146
16148,Hermitage,PA,16148
16150,Sharpsville,PA,16150
16151,Sheakleyville,PA,16151
16153,Stoneboro,PA,16153
16154,Transfer,PA,16154
16155,Villa Maria,PA,16155
16156,Volant,PA,16156
16157,Wampum,PA,16157
16159,West Middlesex,PA,16159
16160,West Pittsburg,PA,16160
16161,Wheatland,PA,16161
16172,New Wilmington,PA,16142
16201,Kittanning,PA,16201
16210,Adrian,PA,16210
16211,Beyer,PA,16211
16212,Cadogan,PA,16212
16213,Callensburg,PA,16213
16214,Clarion,PA,16214
16217,Cooksburg,PA,16217
16218,Cowansville,PA,16218
16220,Crown,PA,16233
16221,Curllsville,PA,16255
16222,Dayton,PA,16222
16223,Distant,PA,16223
16224,Fairmount City,PA,16224
16225,Fisher,PA,16258
16226,Ford City,PA,16226
16228,Ford Cliff,PA,16228
16229,Freeport,PA,16229
16230,Hawthorn,PA,16230
16232,Knox,PA,16232
16233,Leeper,PA,16233
16234,Limestone,PA,16224
16235,Lucinda,PA,16235
16236,Mc Grann,PA,16236
16238,Manorville,PA,16238
16239,Marienville,PA,16239
16240,Mayport,PA,16240
16242,New Bethlehem,PA,16242
16244,Nu Mine,PA,16244
16245,Oak Ridge,PA,16245
16246,Plumville,PA,16246
16248,Rimersburg,PA,16248
16249,Rural Valley,PA,16249
16250,Sagamore,PA,16250
16253,Seminole,PA,16253
16254,Shippenville,PA,16254
16255,Sligo,PA,16255
16256,Smicksburg,PA,16256
16257,Snydersburg,PA,16235
16258,Strattanville,PA,16258
16259,Templeton,PA,16259
16260,Vowinckel,PA,16260
16261,Widnoon,PA,16259
16262,Worthington,PA,16262
16263,Yatesboro,PA,16263
16301,Oil City,PA,16301
16311,Carlton,PA,16311
16312,Chandlers Valley,PA,16312
16313,Clarendon,PA,16313
16314,Cochranton,PA,16314
16316,Conneaut Lake,PA,16316
16317,Cooperstown,PA,16317
16319,Cranberry,PA,16319
16321,East Hickory,PA,16321
16322,Endeavor,PA,16322
16323,Franklin,PA,16323
16326,Fryburg,PA,16326
16327,Guys Mills,PA,16327
16328,Hydetown,PA,16328
16329,Irvine,PA,16329
16331,Kossuth,PA,16331
16332,Lickingville,PA,16332
16333,Ludlow,PA,16333
16334,Marble,PA,16334
16335,Meadville,PA,16335
16340,Pittsfield,PA,16340
16341,Pleasantville,PA,16341
16342,Polk,PA,16342
16343,Reno,PA,16343
16344,Rouseville,PA,16344
16345,Russell,PA,16345
16346,Seneca,PA,16346
16347,Sheffield,PA,16347
16350,Sugar Grove,PA,16350
16351,Tidioute,PA,16351
16352,Tiona,PA,16352
16353,Tionesta,PA,16353
16354,Titusville,PA,16354
16360,Townville,PA,16360
16361,Tylersburg,PA,16361
16362,Utica,PA,16362
16364,Venus,PA,16364
16365,Warren,PA,16365
16366,Warren,PA,16365
16367,Warren,PA,16365
16368,Warren,PA,16365
16369,Warren,PA,16365
16370,West Hickory,PA,16370
16371,Youngsville,PA,16371
16372,Clintonville,PA,16372
16373,Emlenton,PA,16373
16374,Kennerdell,PA,16374
16375,Lamartine,PA,16232
16388,Meadville,PA,16335
16401,Albion,PA,16401
16402,Bear Lake,PA,16402
16403,Cambridge Springs,PA,16403
16404,Centerville,PA,16404
16405,Columbus,PA,16405
16406,Conneautville,PA,16406
16407,Corry,PA,16407
16410,Cranesville,PA,16410
16411,East Springfield,PA,16411
16412,Edinboro,PA,16412
16413,Elgin,PA,16407
16415,Fairview,PA,16415
16416,Garland,PA,16416
16417,Girard,PA,16417
16420,Grand Valley,PA,16420
16421,Harborcreek,PA,16421
16422,Harmonsburg,PA,16422
16423,Lake City,PA,16423
16424,Linesville,PA,16424
16426,Mc Kean,PA,16426
16427,Mill Village,PA,16427
16428,North East,PA,16428
16430,North Springfield,PA,16411
16432,Riceville,PA,16404
16433,Saegertown,PA,16433
16434,Spartansburg,PA,16434
16435,Springboro,PA,16435
16436,Spring Creek,PA,16436
16438,Union City,PA,16438
16440,Venango,PA,16440
16441,Waterford,PA,16441
16442,Wattsburg,PA,16442
16443,West Springfield,PA,16443
16444,Edinboro,PA,16444
16475,Albion,PA,16401
16501,Erie,PA,16501
16502,Erie,PA,16502
16503,Erie,PA,16503
16504,Erie,PA,16504
16505,Erie,PA,16505
16506,Erie,PA,16506
16507,Erie,PA,16507
16508,Erie,PA,16508
16509,Erie,PA,16509
16510,Erie,PA,16510
16511,Erie,PA,16511
16512,Erie,PA,16501
16514,Erie,PA,16510
16515,Erie,PA,16510
16522,Erie,PA,16501
16530,Erie,PA,16501
16531,Erie,PA,16511
16534,Erie,PA,16501
16538,Erie,PA,16501
16541,Erie,PA,16501
16544,Erie,PA,16502
16546,Erie,PA,16546
16550,Erie,PA,16507
16553,Erie,PA,16501
16563,Erie,PA,16563
16565,Erie,PA,16509
16601,Altoona,PA,16601
16602,Altoona,PA,16602
