zip_code,city,state
80123,Littleton,CO
26101,Parkersburg,WV
54401,Wausau,WI
54474,Rothschild,WI
54901,Oshkosh,WI
24293,Wise,VA
05495,Williston,VT
93722,Fresno,CA
91731,El Monte,CA
92626,Costa Mesa,CA
92627,Costa Mesa,CA
85281,Tempe,AZ
01581,Westborough,MA
98406,Tacoma,WA
98408,Tacoma,WA
98188,Seattle,WA
98409,Tacoma,WA
01020,Chicopee,MA
99218,Spokane,WA
98948,Toppenish,WA
99206,Spokane,WA
98105,Seattle,WA
98402,Tacoma,WA
99216,Spokane,WA
99202,Spokane,WA
99201,Spokane,WA
99207,Spokane,WA
98942,Selah,WA
98383,Silverdale,WA
99205,Spokane,WA
98155,Seattle,WA
98101,Seattle,WA
68847,Kearney,NE
98059,Renton,WA
98109,Seattle,WA
37874,Sweetwater,TN
98118,Seattle,WA
48359,Lake Orion,MI
98136,Seattle,WA
98057,Renton,WA
98372,Puyallup,WA
11222,Brooklyn,NY
99163,Pullman,WA
10570,Pleasantville,NY
11373,Elmhurst,NY
98053,Redmond,WA
98373,Puyallup,WA
99350,Prosser,WA
78749,Austin,TX
30305,Atlanta,GA
06457,Middletown,CT
06382,Uncasville,CT
67735,Goodland,KS
20743,Capitol Heights,MD
33463,Lake Worth,FL
70053,Gretna,LA
66441,Junction City,KS
77022,Houston,TX
40291,Louisville,KY
73134,Oklahoma City,OK
62896,West Frankfort,IL
77611,Bridge City,TX
21236,Nottingham,MD
95746,Granite Bay,CA
03431,Keene,NH
81501,Grand Junction,CO
63130,Saint Louis,MO
28326,Cameron,NC
44514,Youngstown,OH
40258,Louisville,KY
76135,Fort Worth,TX
62946,Harrisburg,IL
33143,Miami,FL
83318,Burley,ID
43068,Reynoldsburg,OH
46250,Indianapolis,IN
77706,Beaumont,TX
27377,Whitsett,NC
25414,Charles Town,WV
34221,Palmetto,FL
49036,Coldwater,MI
37920,Knoxville,TN
30577,Toccoa,GA
38008,Bolivar,TN
53132,Franklin,WI
28334,Dunn,NC
70601,Lake Charles,LA
91945,Lemon Grove,CA
30223,Griffin,GA
75050,Grand Prairie,TX
82930,Evanston,WY
66112,Kansas City,KS
19139,Philadelphia,PA
98632,Longview,WA
98662,Vancouver,WA
60657,Chicago,IL
29212,Columbia,SC
29649,Greenwood,SC
39211,Jackson,MS
24354,Marion,VA
34747,Kissimmee,FL
91040,Sunland,CA
38138,Germantown,TN
91320,Newbury Park,CA
92253,La Quinta,CA
73501,Lawton,OK
42754,Leitchfield,KY
69361,Scottsbluff,NE
37919,Knoxville,TN
84720,Cedar City,UT
92008,Carlsbad,CA
92647,Huntington Beach,CA
70808,Baton Rouge,LA
76053,Hurst,TX
33351,Fort Lauderdale,FL
88001,Las Cruces,NM
30507,Gainesville,GA
27511,Cary,NC
10704,Yonkers,NY
89169,Las Vegas,NV
74525,Atoka,OK
74301,Vinita,OK
73045,Harrah,OK
74006,Bartlesville,OK
19134,Philadelphia,PA
48906,Lansing,MI
48843,Howell,MI
14850,Ithaca,NY
91335,Reseda,CA
92807,Anaheim,CA
90019,Los Angeles,CA
48383,White Lake,MI
67401,Salina,KS
67501,Hutchinson,KS
90026,Los Angeles,CA
95051,Santa Clara,CA
91732,El Monte,CA
91107,Pasadena,CA
90807,Long Beach,CA
90007,Los Angeles,CA
95405,Santa Rosa,CA
74133,Tulsa,OK
72401,Jonesboro,AR
73135,Oklahoma City,OK
91746,La Puente,CA
93930,King City,CA
90028,Los Angeles,CA
91932,Imperial Beach,CA
92346,Highland,CA
91203,Glendale,CA
91205,Glendale,CA
92843,Garden Grove,CA
95632,Galt,CA
92833,Fullerton,CA
93702,Fresno,CA
94538,Fremont,CA
95540,Fortuna,CA
44129,Cleveland,OH
02201,Boston,MA
37207,Nashville,TN
38469,Loretto,TN
38109,Memphis,TN
37660,Kingsport,TN
37841,Oneida,TN
76179,Fort Worth,TX
32216,Jacksonville,FL
32569,Mary Esther,FL
33614,Tampa,FL
33801,Lakeland,FL
34741,Kissimmee,FL
32097,Yulee,FL
32206,Jacksonville,FL
34474,Ocala,FL
38478,Pulaski,TN
37405,Chattanooga,TN
37716,Clinton,TN
37814,Morristown,TN
37923,Knoxville,TN
37115,Madison,TN
37801,Maryville,TN
37862,Sevierville,TN
30134,Douglasville,GA
37324,Decherd,TN
68132,Omaha,NE
29063,Irmo,SC
28152,Shelby,NC
29201,Columbia,SC
98404,Tacoma,WA
13440,Rome,NY
11209,Brooklyn,NY
11234,Brooklyn,NY
10470,Bronx,NY
12208,Albany,NY
14004,Alden,NY
30519,Buford,GA
43081,Westerville,OH
45440,Dayton,OH
45309,Brookville,OH
06042,Manchester,CT
91350,Santa Clarita,CA
91405,Van Nuys,CA
85257,Scottsdale,AZ
67214,Wichita,KS
31602,Valdosta,GA
31643,Quitman,GA
63141,Saint Louis,MO
73107,Oklahoma City,OK
73077,Perry,OK
73554,Mangum,OK
74354,Miami,OK
73071,Norman,OK
90230,Culver City,CA
94040,Mountain View,CA
95616,Davis,CA
92660,Newport Beach,CA
19132,Philadelphia,PA
74115,Tulsa,OK
75081,Richardson,TX
75087,Rockwall,TX
75149,Mesquite,TX
75150,Mesquite,TX
75230,Dallas,TX
75240,Dallas,TX
75605,Longview,TX
76308,Wichita Falls,TX
29906,Beaufort,SC
37771,Lenoir City,TN
23701,Portsmouth,VA
23606,Newport News,VA
29379,Union,SC
29492,Charleston,SC
76705,Waco,TX
75701,Tyler,TX
77901,Victoria,TX
33063,Pompano Beach,FL
75007,Carrollton,TX
54302,Green Bay,WI
54701,Eau Claire,WI
54703,Eau Claire,WI
53012,Cedarburg,WI
54728,Chetek,WI
21042,Ellicott City,MD
21703,Frederick,MD
28803,Asheville,NC
67301,Independence,KS
90033,Los Angeles,CA
02888,Warwick,RI
85741,Tucson,AZ
85746,Tucson,AZ
85939,Taylor,AZ
85635,Sierra Vista,AZ
85710,Tucson,AZ
85018,Phoenix,AZ
85209,Mesa,AZ
86403,Lake Havasu City,AZ
85032,Phoenix,AZ
85205,Mesa,AZ
85268,Fountain Hills,AZ
28742,Horse Shoe,NC
28056,Gastonia,NC
56258,Marshall,MN
86046,Williams,AZ
55371,Princeton,MN
55075,South Saint Paul,MN
56560,Moorhead,MN
85390,Wickenburg,AZ
85730,Tucson,AZ
85712,Tucson,AZ
85742,Tucson,AZ
85745,Tucson,AZ
85719,Tucson,AZ
85282,Tempe,AZ
85284,Tempe,AZ
85938,Springerville,AZ
85260,Scottsdale,AZ
85351,Sun City,AZ
85901,Show Low,AZ
86336,Sedona,AZ
10031,New York,NY
77063,Houston,TX
77096,Houston,TX
77065,Houston,TX
77024,Houston,TX
98665,Vancouver,WA
76092,Southlake,TX
90301,Inglewood,CA
33462,Lake Worth,FL
34266,Arcadia,FL
32159,Lady Lake,FL
33130,Miami,FL
80907,Colorado Springs,CO
80909,Colorado Springs,CO
80111,Englewood,CO
91722,Covina,CA
94590,Vallejo,CA
95833,Sacramento,CA
94501,Alameda,CA
02906,Providence,RI
19403,Norristown,PA
46107,Beech Grove,IN
47546,Jasper,IN
72206,Little Rock,AR
72211,Little Rock,AR
15231,Pittsburgh,PA
29577,Myrtle Beach,SC
44035,Elyria,OH
44113,Cleveland,OH
53233,Milwaukee,WI
11710,Bellmore,NY
45805,Lima,OH
50309,Des Moines,IA
92663,Newport Beach,CA
27534,Goldsboro,NC
28203,Charlotte,NC
29615,Greenville,SC
19382,West Chester,PA
02472,Watertown,MA
19720,New Castle,DE
53226,Milwaukee,WI
94706,Albany,CA
77032,Houston,TX
94103,San Francisco,CA
77002,Houston,TX
77005,Houston,TX
89015,Henderson,NV
71901,Hot Springs National Park,AR
95973,Chico,CA
19145,Philadelphia,PA
49008,Kalamazoo,MI
48162,Monroe,MI
85365,Yuma,AZ
49546,Grand Rapids,MI
07310,Jersey City,NJ
29223,Columbia,SC
49015,Battle Creek,MI
97223,Portland,OR
28144,Salisbury,NC
43615,Toledo,OH
45385,Xenia,OH
44720,North Canton,OH
44212,Brunswick,OH
43338,Mount Gilead,OH
29630,Central,SC
85345,Peoria,AZ
78216,San Antonio,TX
44202,Aurora,OH
44691,Wooster,OH
45224,Cincinnati,OH
44130,Cleveland,OH
44133,North Royalton,OH
45030,Harrison,OH
43571,Whitehouse,OH
76137,Fort Worth,TX
15137,North Versailles,PA
43764,New Lexington,OH
45504,Springfield,OH
43228,Columbus,OH
43147,Pickerington,OH
30153,Rockmart,GA
94520,Concord,CA
51537,Harlan,IA
30736,Ringgold,GA
30092,Peachtree Corners,GA
31774,Ocilla,GA
30064,Marietta,GA
33133,Miami,FL
84401,Ogden,UT
02139,Cambridge,MA
30642,Greensboro,GA
31024,Eatonton,GA
30012,Conyers,GA
31015,Cordele,GA
11218,Brooklyn,NY
11235,Brooklyn,NY
46112,Brownsburg,IN
14618,Rochester,NY
10007,New York,NY
11215,Brooklyn,NY
12209,Albany,NY
13214,Syracuse,NY
14120,North Tonawanda,NY
14228,Buffalo,NY
11801,Hicksville,NY
10013,New York,NY
13421,Oneida,NY
11575,Roosevelt,NY
14215,Buffalo,NY
10710,Yonkers,NY
14626,Rochester,NY
13340,Frankfort,NY
11223,Brooklyn,NY
14213,Buffalo,NY
11554,East Meadow,NY
13856,Walton,NY
14207,Buffalo,NY
19103,Philadelphia,PA
02893,West Warwick,RI
44112,Cleveland,OH
44120,Cleveland,OH
44320,Akron,OH
11706,Bay Shore,NY
11757,Lindenhurst,NY
28540,Jacksonville,NC
28390,Spring Lake,NC
85033,Phoenix,AZ
85043,Phoenix,AZ
85022,Phoenix,AZ
85029,Phoenix,AZ
85331,Cave Creek,AZ
85031,Phoenix,AZ
85027,Phoenix,AZ
85202,Mesa,AZ
85382,Peoria,AZ
85303,Glendale,AZ
85344,Parker,AZ
85621,Nogales,AZ
85210,Mesa,AZ
85213,Mesa,AZ
33073,Pompano Beach,FL
85301,Glendale,AZ
85302,Glendale,AZ
85304,Glendale,AZ
33767,Clearwater Beach,FL
33056,Miami Gardens,FL
33764,Clearwater,FL
33904,Cape Coral,FL
33830,Bartow,FL
34601,Brooksville,FL
33436,Boynton Beach,FL
34203,Bradenton,FL
32425,Bonifay,FL
33426,Boynton Beach,FL
40769,Williamsburg,KY
32958,Sebastian,FL
40055,Pendleton,KY
40207,Louisville,KY
32904,Melbourne,FL
32277,Jacksonville,FL
33625,Tampa,FL
33706,Saint Petersburg,FL
46580,Warsaw,IN
47553,Loogootee,IN
46514,Elkhart,IN
46996,Winamac,IN
30529,Commerce,GA
30344,Atlanta,GA
30126,Mableton,GA
30346,Atlanta,GA
30601,Athens,GA
30606,Athens,GA
30071,Norcross,GA
31639,Nashville,GA
32119,Daytona Beach,FL
34974,Okeechobee,FL
10475,Bronx,NY
10029,New York,NY
10566,Peekskill,NY
10017,New York,NY
11720,Centereach,NY
14301,Niagara Falls,NY
14052,East Aurora,NY
10012,New York,NY
10019,New York,NY
11703,North Babylon,NY
43950,Saint Clairsville,OH
10701,Yonkers,NY
11510,Baldwin,NY
11236,Brooklyn,NY
14606,Rochester,NY
11221,Brooklyn,NY
11722,Central Islip,NY
14209,Buffalo,NY
45246,Cincinnati,OH
44131,Independence,OH
45875,Ottawa,OH
44121,Cleveland,OH
45066,Springboro,OH
45365,Sidney,OH
43055,Newark,OH
44446,Niles,OH
44641,Louisville,OH
43545,Napoleon,OH
44062,Middlefield,OH
44654,Millersburg,OH
44256,Medina,OH
44905,Mansfield,OH
45806,Lima,OH
33702,Saint Petersburg,FL
33704,Saint Petersburg,FL
33711,Saint Petersburg,FL
49401,Allendale,MI
32351,Quincy,FL
33563,Plant City,FL
32818,Orlando,FL
32401,Panama City,FL
32505,Pensacola,FL
33027,Hollywood,FL
32907,Palm Bay,FL
48209,Detroit,MI
48316,Utica,MI
49009,Kalamazoo,MI
48346,Clarkston,MI
48509,Burton,MI
49048,Kalamazoo,MI
48340,Pontiac,MI
48603,Saginaw,MI
49548,Grand Rapids,MI
48734,Frankenmuth,MI
48611,Auburn,MI
49525,Grand Rapids,MI
48471,Sandusky,MI
49426,Hudsonville,MI
49534,Grand Rapids,MI
48092,Warren,MI
48506,Flint,MI
48504,Flint,MI
49319,Cedar Springs,MI
49870,Norway,MI
49321,Comstock Park,MI
48601,Saginaw,MI
48183,Trenton,MI
49032,Centreville,MI
48073,Royal Oak,MI
48604,Saginaw,MI
49519,Wyoming,MI
49684,Traverse City,MI
48320,Keego Harbor,MI
60610,Chicago,IL
60629,Chicago,IL
94109,San Francisco,CA
60618,Chicago,IL
60659,Chicago,IL
94010,Burlingame,CA
94108,San Francisco,CA
94111,San Francisco,CA
94105,San Francisco,CA
48213,Detroit,MI
94803,El Sobrante,CA
94928,Rohnert Park,CA
94805,Richmond,CA
45068,Waynesville,OH
43224,Columbus,OH
44203,Barberton,OH
45434,Dayton,OH
43209,Columbus,OH
43935,Martins Ferry,OH
44092,Wickliffe,OH
43015,Delaware,OH
43701,Zanesville,OH
43220,Columbus,OH
44420,Girard,OH
44074,Oberlin,OH
44146,Bedford,OH
45240,Cincinnati,OH
45505,Springfield,OH
43723,Byesville,OH
44839,Huron,OH
45103,Batavia,OH
44444,Newton Falls,OH
45840,Findlay,OH
43964,Toronto,OH
43420,Fremont,OH
61350,Ottawa,IL
80219,Denver,CO
08094,Williamstown,NJ
83276,Soda Springs,ID
83221,Blackfoot,ID
83852,Ponderay,ID
83854,Post Falls,ID
83443,Ririe,ID
83301,Twin Falls,ID
83644,Middleton,ID
92203,Indio,CA
33067,Pompano Beach,FL
47265,North Vernon,IN
47906,West Lafayette,IN
46953,Marion,IN
47401,Bloomington,IN
47302,Muncie,IN
47404,Bloomington,IN
46113,Camby,IN
46131,Franklin,IN
46168,Plainfield,IN
22030,Fairfax,VA
27455,Greensboro,NC
28657,Newland,NC
28906,Murphy,NC
28209,Charlotte,NC
39564,Ocean Springs,MS
27516,Chapel Hill,NC
28546,Jacksonville,NC
27542,Kenly,NC
27809,Battleboro,NC
28311,Fayetteville,NC
27407,Greensboro,NC
27549,Louisburg,NC
27828,Farmville,NC
28205,Charlotte,NC
27604,Raleigh,NC
59102,Billings,MT
92399,Yucaipa,CA
74030,Drumright,OK
74437,Henryetta,OK
74017,Claremore,OK
73703,Enid,OK
44883,Tiffin,OH
45631,Gallipolis,OH
43302,Marion,OH
43222,Columbus,OH
43612,Toledo,OH
43609,Toledo,OH
44805,Ashland,OH
43608,Toledo,OH
45404,Dayton,OH
43130,Lancaster,OH
43558,Swanton,OH
43160,Washington Court House,OH
45885,Saint Marys,OH
15601,Greensburg,PA
08059,Mount Ephraim,NJ
46241,Indianapolis,IN
46219,Indianapolis,IN
46227,Indianapolis,IN
70454,Ponchatoula,LA
70122,New Orleans,LA
70119,New Orleans,LA
71203,Monroe,LA
70003,Metairie,LA
70005,Metairie,LA
71449,Many,LA
70448,Mandeville,LA
70605,Lake Charles,LA
70503,Lafayette,LA
70615,Lake Charles,LA
70065,Kenner,LA
70360,Houma,LA
71037,Haughton,LA
70737,Gonzales,LA
71241,Farmerville,LA
32311,Tallahassee,FL
94619,Oakland,CA
33060,Pompano Beach,FL
33137,Miami,FL
89147,Las Vegas,NV
93401,San Luis Obispo,CA
13495,Yorkville,NY
11217,Brooklyn,NY
90260,Lawndale,CA
40219,Louisville,KY
21204,Towson,MD
34652,New Port Richey,FL
29072,Lexington,SC
38116,Memphis,TN
95628,Fair Oaks,CA
79605,Abilene,TX
48917,Lansing,MI
75237,Dallas,TX
23231,Henrico,VA
76549,Killeen,TX
96766,Lihue,HI
46304,Chesterton,IN
98371,Puyallup,WA
63383,Warrenton,MO
91773,San Dimas,CA
90720,Los Alamitos,CA
91010,Duarte,CA
94568,Dublin,CA
80534,Johnstown,CO
24112,Martinsville,VA
74820,Ada,OK
95747,Roseville,CA
98002,Auburn,WA
11590,Westbury,NY
32819,Orlando,FL
47532,Ferdinand,IN
32304,Tallahassee,FL
64055,Independence,MO
22193,Woodbridge,VA
53038,Johnson Creek,WI
30809,Evans,GA
92882,Corona,CA
46220,Indianapolis,IN
46933,Gas City,IN
46714,Bluffton,IN
02360,Plymouth,MA
53154,Oak Creek,WI
60056,Mount Prospect,IL
49503,Grand Rapids,MI
54311,Green Bay,WI
48846,Ionia,MI
54956,Neenah,WI
55901,Rochester,MN
55441,Minneapolis,MN
55402,Minneapolis,MN
71270,Ruston,LA
98126,Seattle,WA
71115,Shreveport,LA
71111,Bossier City,LA
70805,Baton Rouge,LA
70518,Broussard,LA
70555,Maurice,LA
70364,Houma,LA
70380,Morgan City,LA
70006,Metairie,LA
15034,Dravosburg,PA
99403,Clarkston,WA
94122,San Francisco,CA
27360,Thomasville,NC
27040,Pfafftown,NC
27560,Morrisville,NC
27028,Mocksville,NC
91364,Woodland Hills,CA
77095,Houston,TX
94583,San Ramon,CA
90815,Long Beach,CA
33015,Hialeah,FL
33161,Miami,FL
33178,Miami,FL
46203,Indianapolis,IN
30324,Atlanta,GA
38128,Memphis,TN
48188,Canton,MI
33135,Miami,FL
33020,Hollywood,FL
34744,Kissimmee,FL
34743,Kissimmee,FL
33169,Miami,FL
33160,North Miami Beach,FL
33304,Fort Lauderdale,FL
75494,Winnsboro,TX
77503,Pasadena,TX
79549,Snyder,TX
75407,Princeton,TX
57301,Mitchell,SD
86047,Winslow,AZ
85367,Yuma,AZ
77086,Houston,TX
06786,Terryville,CT
06357,Niantic,CT
06040,Manchester,CT
06514,Hamden,CT
06120,Hartford,CT
06032,Farmington,CT
53225,Milwaukee,WI
53144,Kenosha,WI
53221,Milwaukee,WI
60164,Melrose Park,IL
60546,Riverside,IL
63005,Chesterfield,MO
65672,Hollister,MO
65616,Branson,MO
65401,Rolla,MO
91502,Burbank,CA
55387,Waconia,MN
78501,McAllen,TX
77015,Houston,TX
75234,Dallas,TX
75482,Sulphur Springs,TX
78410,Corpus Christi,TX
75231,Dallas,TX
77089,Houston,TX
79556,Sweetwater,TX
74066,Sapulpa,OK
12561,New Paltz,NY
10549,Mount Kisco,NY
10956,New City,NY
11566,Merrick,NY
11561,Long Beach,NY
13090,Liverpool,NY
12754,Liberty,NY
85750,Tucson,AZ
85086,Phoenix,AZ
85631,San Manuel,AZ
85308,Glendale,AZ
93427,Buellton,CA
93550,Palmdale,CA
95116,San Jose,CA
19129,Philadelphia,PA
19133,Philadelphia,PA
19149,Philadelphia,PA
96001,Redding,CA
19131,Philadelphia,PA
90670,Santa Fe Springs,CA
91733,South El Monte,CA
93703,Fresno,CA
95355,Modesto,CA
90603,Whittier,CA
90638,La Mirada,CA
92404,San Bernardino,CA
92867,Orange,CA
95361,Oakdale,CA
98362,Port Angeles,WA
92064,Poway,CA
98045,North Bend,WA
98087,Lynnwood,WA
99019,Liberty Lake,WA
98022,Enumclaw,WA
98032,Kent,WA
98201,Everett,WA
84601,Provo,UT
46614,South Bend,IN
60605,Chicago,IL
60614,Chicago,IL
60615,Chicago,IL
60137,Glen Ellyn,IL
60515,Downers Grove,IL
60459,Burbank,IL
60178,Sycamore,IL
02135,Brighton,MA
02141,Cambridge,MA
72212,Little Rock,AR
62801,Centralia,IL
32765,Oviedo,FL
46217,Indianapolis,IN
46202,Indianapolis,IN
60169,Hoffman Estates,IL
46052,Lebanon,IN
47715,Evansville,IN
21702,Frederick,MD
21727,Emmitsburg,MD
21811,Berlin,MD
68114,Omaha,NE
15227,Pittsburgh,PA
06870,Old Greenwich,CT
06830,Greenwich,CT
80031,Westminster,CO
20170,Herndon,VA
22042,Falls Church,VA
33026,Hollywood,FL
22209,Arlington,VA
34480,Ocala,FL
67216,Wichita,KS
67880,Ulysses,KS
67124,Pratt,KS
66062,Olathe,KS
66757,Neodesha,KS
32303,Tallahassee,FL
32327,Crawfordville,FL
32301,Tallahassee,FL
32308,Tallahassee,FL
32803,Orlando,FL
72703,Fayetteville,AR
63113,Saint Louis,MO
92831,Fullerton,CA
32082,Ponte Vedra Beach,FL
76155,Fort Worth,TX
46184,Whiteland,IN
67002,Andover,KS
55720,Cloquet,MN
43528,Holland,OH
15147,Verona,PA
29445,Goose Creek,SC
43082,Westerville,OH
28557,Morehead City,NC
17111,Harrisburg,PA
55101,Saint Paul,MN
98290,Snohomish,WA
98166,Seattle,WA
98144,Seattle,WA
98837,Moses Lake,WA
98503,Lacey,WA
98823,Ephrata,WA
98532,Chehalis,WA
95123,San Jose,CA
45601,Chillicothe,OH
77020,Houston,TX
77074,Houston,TX
75156,Mabank,TX
75119,Ennis,TX
79925,El Paso,TX
75236,Dallas,TX
75235,Dallas,TX
78521,Brownsville,TX
78613,Cedar Park,TX
75418,Bonham,TX
30315,Atlanta,GA
79907,El Paso,TX
79912,El Paso,TX
79029,Dumas,TX
75217,Dallas,TX
75220,Dallas,TX
75243,Dallas,TX
78411,Corpus Christi,TX
78418,Corpus Christi,TX
75103,Canton,TX
78757,Austin,TX
30024,Suwanee,GA
30033,Decatur,GA
45356,Piqua,OH
30318,Atlanta,GA
30705,Chatsworth,GA
30240,LaGrange,GA
50436,Forest City,IA
19151,Philadelphia,PA
89149,Las Vegas,NV
89123,Las Vegas,NV
89146,Las Vegas,NV
01001,Agawam,MA
68508,Lincoln,NE
60601,Chicago,IL
46229,Indianapolis,IN
61108,Rockford,IL
62704,Springfield,IL
02895,Woonsocket,RI
03079,Salem,NH
03904,Kittery,ME
27713,Durham,NC
93036,Oxnard,CA
92806,Anaheim,CA
29464,Mount Pleasant,SC
27615,Raleigh,NC
27705,Durham,NC
60123,Elgin,IL
94587,Union City,CA
93535,Lancaster,CA
85035,Phoenix,AZ
44118,Cleveland,OH
44709,Canton,OH
91790,West Covina,CA
33761,Clearwater,FL
38320,Camden,TN
37642,Church Hill,TN
38108,Memphis,TN
29691,Walhalla,SC
29657,Liberty,SC
29316,Boiling Springs,SC
29926,Hilton Head Island,SC
74135,Tulsa,OK
44070,North Olmsted,OH
18102,Allentown,PA
17404,York,PA
06410,Cheshire,CT
96819,Honolulu,HI
83709,Boise,ID
96707,Kapolei,HI
83202,Pocatello,ID
83404,Idaho Falls,ID
50401,Mason City,IA
02155,Medford,MA
02649,Mashpee,MA
02421,Lexington,MA
93230,Hanford,CA
30143,Jasper,GA
31501,Waycross,GA
30019,Dacula,GA
33309,Fort Lauderdale,FL
33771,Largo,FL
34668,Port Richey,FL
33870,Sebring,FL
33610,Tampa,FL
33612,Tampa,FL
33566,Plant City,FL
33162,Miami,FL
33173,Miami,FL
33415,West Palm Beach,FL
80260,Denver,CO
80501,Longmont,CO
80524,Fort Collins,CO
80537,Loveland,CO
80631,Greeley,CO
80014,Aurora,CO
85085,Phoenix,AZ
88310,Alamogordo,NM
87123,Albuquerque,NM
33619,Tampa,FL
32810,Orlando,FL
33071,Pompano Beach,FL
34759,Kissimmee,FL
33024,Hollywood,FL
07016,Cranford,NJ
60447,Minooka,IL
62056,Litchfield,IL
60030,Grayslake,IL
62035,Godfrey,IL
60420,Dwight,IL
62524,Decatur,IL
61832,Danville,IL
11374,Rego Park,NY
10001,New York,NY
10011,New York,NY
47394,Winchester,IN
47591,Vincennes,IN
46060,Noblesville,IN
47960,Monticello,IN
46947,Logansport,IN
46952,Marion,IN
47250,Madison,IN
47025,Lawrenceburg,IN
47905,Lafayette,IN
46901,Kokomo,IN
46902,Kokomo,IN
46226,Indianapolis,IN
82201,Wheatland,WY
82801,Sheridan,WY
82901,Rock Springs,WY
85326,Buckeye,AZ
73096,Weatherford,OK
73069,Norman,OK
83605,Caldwell,ID
89145,Las Vegas,NV
83336,Heyburn,ID
65483,Houston,MO
63401,Hannibal,MO
64701,Harrisonville,MO
63031,Florissant,MO
64119,Kansas City,MO
63020,De Soto,MO
63017,Chesterfield,MO
64730,Butler,MO
63010,Arnold,MO
64015,Blue Springs,MO
55092,Wyoming,MN
64012,Belton,MO
65010,Ashland,MO
56201,Willmar,MN
55118,Saint Paul,MN
55391,Wayzata,MN
55807,Duluth,MN
56093,Waseca,MN
55616,Two Harbors,MN
56482,Wadena,MN
55103,Saint Paul,MN
21234,Parkville,MD
77056,Houston,TX
90640,Montebello,CA
58102,Fargo,ND
58072,Valley City,ND
58075,Wahpeton,ND
28139,Rutherfordton,NC
39581,Pascagoula,MS
02130,Jamaica Plain,MA
02601,Hyannis,MA
91411,Van Nuys,CA
91352,Sun Valley,CA
91770,Rosemead,CA
46214,Indianapolis,IN
46808,Fort Wayne,IN
46750,Huntington,IN
46240,Indianapolis,IN
46135,Greencastle,IN
46802,Fort Wayne,IN
46804,Fort Wayne,IN
46809,Fort Wayne,IN
46825,Fort Wayne,IN
46038,Fishers,IN
47201,Columbus,IN
46013,Anderson,IN
46706,Auburn,IN
46123,Avon,IN
62703,Springfield,IL
61571,Washington,IL
12204,Albany,NY
92544,Hemet,CA
94549,Lafayette,CA
94556,Moraga,CA
92075,Solana Beach,CA
95340,Merced,CA
93536,Lancaster,CA
91745,Hacienda Heights,CA
91214,La Crescenta,CA
80829,Manitou Springs,CO
91724,Covina,CA
92557,Moreno Valley,CA
91767,Pomona,CA
92407,San Bernardino,CA
91761,Ontario,CA
77057,Houston,TX
77077,Houston,TX
48640,Midland,MI
49337,Newaygo,MI
48122,Melvindale,MI
48393,Wixom,MI
80620,Evans,CO
02664,South Yarmouth,MA
25601,Logan,WV
48307,Rochester,MI
92782,Tustin,CA
48239,Redford,MI
02199,Boston,MA
90605,Whittier,CA
90280,South Gate,CA
90601,Whittier,CA
90063,Los Angeles,CA
90008,Los Angeles,CA
90037,Los Angeles,CA
90291,Venice,CA
62966,Murphysboro,IL
56345,Little Falls,MN
51103,Sioux City,IA
50310,Des Moines,IA
65711,Mountain Grove,MO
63077,Saint Clair,MO
44089,Vermilion,OH
44077,Painesville,OH
45044,Middletown,OH
43138,Logan,OH
45036,Lebanon,OH
45121,Georgetown,OH
45417,Dayton,OH
43204,Columbus,OH
43812,Coshocton,OH
33461,Lake Worth,FL
32221,Jacksonville,FL
33021,Hollywood,FL
34452,Inverness,FL
32533,Cantonment,FL
46506,Bremen,IN
46567,Syracuse,IN
62294,Troy,IL
62226,Belleville,IL
60647,Chicago,IL
92571,Perris,CA
92692,Mission Viejo,CA
92802,Anaheim,CA
92866,Orange,CA
95112,San Jose,CA
92129,San Diego,CA
29575,Myrtle Beach,SC
29650,Greer,SC
29477,Saint George,SC
29406,Charleston,SC
29118,Orangeburg,SC
29078,Lugoff,SC
29555,Johnsonville,SC
10003,New York,NY
48083,Troy,MI
78741,Austin,TX
53182,Union Grove,WI
53965,Wisconsin Dells,WI
22485,King George,VA
53964,Westfield,WI
53597,Waunakee,WI
54154,Oconto Falls,WI
54501,Rhinelander,WI
53563,Milton,WI
53959,Reedsburg,WI
54961,New London,WI
54952,Menasha,WI
53704,Madison,WI
37914,Knoxville,TN
48152,Livonia,MI
66762,Pittsburg,KS
37064,Franklin,TN
23237,Richmond,VA
68776,South Sioux City,NE
74403,Muskogee,OK
73119,Oklahoma City,OK
77039,Houston,TX
77084,Houston,TX
77586,Seabrook,TX
78130,New Braunfels,TX
57350,Huron,SD
57747,Hot Springs,SD
68845,Kearney,NE
45701,Athens,OH
89502,Reno,NV
68134,Omaha,NE
69101,North Platte,NE
58503,Bismarck,ND
58701,Minot,ND
68801,Grand Island,NE
58078,West Fargo,ND
59601,Helena,MT
59044,Laurel,MT
59330,Glendive,MT
59501,Havre,MT
55110,Saint Paul,MN
64504,Saint Joseph,MO
64506,Saint Joseph,MO
55070,Saint Francis,MN
55812,Duluth,MN
55362,Monticello,MN
56003,Mankato,MN
55744,Grand Rapids,MN
56267,Morris,MN
56537,Fergus Falls,MN
42445,Princeton,KY
55430,Minneapolis,MN
56501,Detroit Lakes,MN
19805,Wilmington,DE
18052,Whitehall,PA
63117,Saint Louis,MO
10005,New York,NY
18018,Bethlehem,PA
