GEOID,INTPTLAT,INTPTLONG,POP10,location,TotalArea_SqKM,PopDensity_SqKM
07960,40.784201,-74.500025,43747,"{'type': 'Point', 'coordinates': [-74.500025, 40.784201]}",91.598205,477.5966952627511
07961,40.78062,-74.43274100000001,4,"{'type': 'Point', 'coordinates': [-74.43274100000001, 40.78062]}",0.105675,37.85190442394133
07970,40.808084,-74.572929,117,"{'type': 'Point', 'coordinates': [-74.572929, 40.808084]}",0.632533,184.97058651485378
07974,40.696919,-74.403853,11768,"{'type': 'Point', 'coordinates': [-74.403853, 40.696919]}",10.402093,1131.3107852429314
07976,40.72806,-74.479344,754,"{'type': 'Point', 'coordinates': [-74.479344, 40.72806]}",19.372097,38.921960797532655
07977,40.705193,-74.67008,669,"{'type': 'Point', 'coordinates': [-74.67008, 40.705193]}",3.85928,173.34839659211045
07979,40.700644,-74.730118,589,"{'type': 'Point', 'coordinates': [-74.730118, 40.700644]}",6.309039,93.3581168225462
07980,40.680423,-74.488915,2307,"{'type': 'Point', 'coordinates': [-74.488915, 40.680423]}",7.12501,323.7890192434818
07981,40.820383,-74.42241800000001,8865,"{'type': 'Point', 'coordinates': [-74.42241800000001, 40.820383]}",17.888631,495.566150366677
08001,39.54788,-75.346384,844,"{'type': 'Point', 'coordinates': [-75.346384, 39.54788]}",6.481461,130.21755434461457
08002,39.931978,-75.027557,22274,"{'type': 'Point', 'coordinates': [-75.027557, 39.931978]}",18.957696,1174.9318060591331
08003,39.882703,-74.972036,30629,"{'type': 'Point', 'coordinates': [-74.972036, 39.882703]}",28.709185,1066.8711076263571
08004,39.764747,-74.870626,12350,"{'type': 'Point', 'coordinates': [-74.870626, 39.764747]}",32.547216,379.44873687506794
08005,39.767727,-74.312588,22448,"{'type': 'Point', 'coordinates': [-74.312588, 39.767727]}",125.613853,178.7064043008059
08006,39.752390999999996,-74.10528199999999,518,"{'type': 'Point', 'coordinates': [-74.10528199999999, 39.752390999999996]}",3.48005,148.84843608568843
08007,39.865790000000004,-75.05374499999999,5250,"{'type': 'Point', 'coordinates': [-75.05374499999999, 39.865790000000004]}",3.326739,1578.1219987501274
08008,39.542598999999996,-74.298174,6975,"{'type': 'Point', 'coordinates': [-74.298174, 39.542598999999996]}",100.084584,69.69105252013637
08009,39.760656,-74.93285999999999,12854,"{'type': 'Point', 'coordinates': [-74.93285999999999, 39.760656]}",35.91768,357.87389385951434
08010,40.055172999999996,-74.916925,11539,"{'type': 'Point', 'coordinates': [-74.916925, 40.055172999999996]}",11.30878,1020.357633626262
08011,39.972767,-74.71292700000001,33,"{'type': 'Point', 'coordinates': [-74.71292700000001, 39.972767]}",0.338945,97.36092876425379
08012,39.783815000000004,-75.05606800000001,38992,"{'type': 'Point', 'coordinates': [-75.05606800000001, 39.783815000000004]}",39.237348,993.7470799504595
08014,39.815906,-75.34833499999999,504,"{'type': 'Point', 'coordinates': [-75.34833499999999, 39.815906]}",13.730049,36.70780781627218
08015,39.931536,-74.54372,20763,"{'type': 'Point', 'coordinates': [-74.54372, 39.931536]}",127.407771,162.96494191080387
08016,40.069521,-74.824196,33540,"{'type': 'Point', 'coordinates': [-74.824196, 40.069521]}",62.360558,537.839959674511
08019,39.777295,-74.53421800000001,925,"{'type': 'Point', 'coordinates': [-74.53421800000001, 39.777295]}",159.5494,5.79757742743
08020,39.791562,-75.22414,2201,"{'type': 'Point', 'coordinates': [-75.22414, 39.791562]}",11.522653,191.01503794308482
08021,39.80727,-75.006883,44833,"{'type': 'Point', 'coordinates': [-75.006883, 39.80727]}",34.101761,1314.682839985888
08022,40.06759,-74.705741,8783,"{'type': 'Point', 'coordinates': [-74.705741, 40.06759]}",57.016743,154.04247134916142
08023,39.686699,-75.496274,451,"{'type': 'Point', 'coordinates': [-75.496274, 39.686699]}",2.739698,164.6166840286776
08026,39.832871999999995,-74.967175,2274,"{'type': 'Point', 'coordinates': [-74.967175, 39.832871999999995]}",5.678755,400.43988515088256
08027,39.834582,-75.288914,4888,"{'type': 'Point', 'coordinates': [-75.288914, 39.834582]}",26.780972,182.5176472310266
08028,39.695889,-75.12145699999999,20078,"{'type': 'Point', 'coordinates': [-75.12145699999999, 39.695889]}",39.926133,502.87865343733637
08029,39.840937,-75.067211,4784,"{'type': 'Point', 'coordinates': [-75.067211, 39.840937]}",2.709151,1765.8668712079912
08030,39.888896,-75.118078,13410,"{'type': 'Point', 'coordinates': [-75.118078, 39.888896]}",8.064701,1662.8018819296587
08031,39.866356,-75.09467,11584,"{'type': 'Point', 'coordinates': [-75.09467, 39.866356]}",8.176731,1416.703080974536
08033,39.892421,-75.036651,16261,"{'type': 'Point', 'coordinates': [-75.036651, 39.892421]}",10.231308,1589.3373554974594
08034,39.9061,-75.000375,18151,"{'type': 'Point', 'coordinates': [-75.000375, 39.9061]}",15.360456,1181.6706483192947
08035,39.879127000000004,-75.06591800000001,7566,"{'type': 'Point', 'coordinates': [-75.06591800000001, 39.879127000000004]}",4.107971,1841.785153790034
08036,39.970569,-74.83220899999999,5917,"{'type': 'Point', 'coordinates': [-74.83220899999999, 39.970569]}",16.535425,357.8377937065422
08037,39.639959000000005,-74.75932,24308,"{'type': 'Point', 'coordinates': [-74.75932, 39.639959000000005]}",306.875642,79.21123958088533
08038,39.470003999999996,-75.490291,124,"{'type': 'Point', 'coordinates': [-75.490291, 39.470003999999996]}",54.578234,2.271967979029882
08039,39.685659,-75.277309,137,"{'type': 'Point', 'coordinates': [-75.277309, 39.685659]}",2.670832,51.29487740149886
08041,40.038525,-74.684101,1002,"{'type': 'Point', 'coordinates': [-74.684101, 40.038525]}",29.535619,33.92513967626682
08042,40.015388,-74.662288,203,"{'type': 'Point', 'coordinates': [-74.662288, 40.015388]}",1.720015,118.02222655034984
08043,39.848508,-74.953505,29131,"{'type': 'Point', 'coordinates': [-74.953505, 39.848508]}",30.108284,967.5410262504498
08045,39.867201,-75.02977,2909,"{'type': 'Point', 'coordinates': [-75.02977, 39.867201]}",3.370776,863.0060259121341
08046,40.02795,-74.886984,31587,"{'type': 'Point', 'coordinates': [-74.886984, 40.02795]}",19.650626,1607.4297073284079
08048,39.958855,-74.80247800000001,12495,"{'type': 'Point', 'coordinates': [-74.80247800000001, 39.958855]}",34.421243,363.00257954077955
08049,39.854411999999996,-75.038467,5350,"{'type': 'Point', 'coordinates': [-75.038467, 39.854411999999996]}",3.260392,1640.9069829640116
08050,39.712654,-74.231107,24285,"{'type': 'Point', 'coordinates': [-74.231107, 39.712654]}",95.849038,253.36717516142417
08051,39.783875,-75.175825,10758,"{'type': 'Point', 'coordinates': [-75.175825, 39.783875]}",9.805844,1097.1008716842732
08052,39.952381,-74.994896,19172,"{'type': 'Point', 'coordinates': [-74.994896, 39.952381]}",9.92699,1931.3004243985338
08053,39.856677000000005,-74.90080999999999,45538,"{'type': 'Point', 'coordinates': [-74.90080999999999, 39.856677000000005]}",76.605965,594.4445709939167
08054,39.948992,-74.900247,41864,"{'type': 'Point', 'coordinates': [-74.900247, 39.948992]}",56.943452,735.185495954829
08055,39.862695,-74.822311,27179,"{'type': 'Point', 'coordinates': [-74.822311, 39.862695]}",106.407177,255.42450017257764
08056,39.783669,-75.255275,4736,"{'type': 'Point', 'coordinates': [-75.255275, 39.783669]}",23.977956,197.51475063178864
08057,39.979658,-74.94130799999999,21090,"{'type': 'Point', 'coordinates': [-74.94130799999999, 39.979658]}",40.093618,526.0188791143768
08059,39.884825,-75.092667,5612,"{'type': 'Point', 'coordinates': [-75.092667, 39.884825]}",3.32844,1686.075158332432
08060,40.007737,-74.790088,24713,"{'type': 'Point', 'coordinates': [-74.790088, 40.007737]}",58.318988,423.7556385580628
08061,39.79887,-75.205365,2672,"{'type': 'Point', 'coordinates': [-75.205365, 39.79887]}",4.344016,615.0990235763404
08062,39.716096,-75.21926500000001,15756,"{'type': 'Point', 'coordinates': [-75.21926500000001, 39.716096]}",79.066724,199.27472902507003
08063,39.867297,-75.185621,3102,"{'type': 'Point', 'coordinates': [-75.185621, 39.867297]}",3.793119,817.7966470337471
08064,39.962745,-74.64054,311,"{'type': 'Point', 'coordinates': [-74.64054, 39.962745]}",3.376439,92.1088756527217
08065,40.002615000000006,-75.035273,7398,"{'type': 'Point', 'coordinates': [-75.035273, 40.002615000000006]}",6.682079,1107.1404573337131
08066,39.834292,-75.22835500000001,8437,"{'type': 'Point', 'coordinates': [-75.22835500000001, 39.834292]}",15.260528,552.8642259297974
08067,39.739193,-75.411406,1635,"{'type': 'Point', 'coordinates': [-75.411406, 39.739193]}",51.972917,31.458692226183878
08068,39.961401,-74.66591700000001,6727,"{'type': 'Point', 'coordinates': [-74.66591700000001, 39.961401]}",60.703674,110.81701578721578
08069,39.699258,-75.44518000000001,13076,"{'type': 'Point', 'coordinates': [-75.44518000000001, 39.699258]}",45.836914,285.27225894832276
08070,39.619131,-75.51609599999999,13059,"{'type': 'Point', 'coordinates': [-75.51609599999999, 39.619131]}",61.505812,212.3213981794111
08071,39.731894,-75.133534,9551,"{'type': 'Point', 'coordinates': [-75.133534, 39.731894]}",8.723775,1094.8242016787458
08072,39.544308,-75.418704,225,"{'type': 'Point', 'coordinates': [-75.418704, 39.544308]}",0.630692,356.7509973172325
08073,40.009546,-74.86681999999999,203,"{'type': 'Point', 'coordinates': [-74.86681999999999, 40.009546]}",0.248161,818.0173355200858
08074,39.716165999999994,-75.16344000000001,58,"{'type': 'Point', 'coordinates': [-75.16344000000001, 39.716165999999994]}",0.888613,65.27025825640634
08075,40.029676,-74.94899699999999,28894,"{'type': 'Point', 'coordinates': [-74.94899699999999, 40.029676]}",30.175199,957.5413239196865
08077,40.000161999999996,-74.991632,18307,"{'type': 'Point', 'coordinates': [-74.991632, 40.000161999999996]}",23.070271,793.5320742439479
08078,39.853411,-75.075502,8385,"{'type': 'Point', 'coordinates': [-75.075502, 39.853411]}",5.348761,1567.6527704266466
08079,39.542408,-75.43168399999999,10987,"{'type': 'Point', 'coordinates': [-75.43168399999999, 39.542408]}",259.088679,42.4063299191857
08080,39.757353,-75.122043,37433,"{'type': 'Point', 'coordinates': [-75.122043, 39.757353]}",75.233023,497.5607586578038
08081,39.732942,-74.97665699999999,50589,"{'type': 'Point', 'coordinates': [-74.97665699999999, 39.732942]}",69.909092,723.639780645413
08083,39.841265,-75.028593,9455,"{'type': 'Point', 'coordinates': [-75.028593, 39.841265]}",6.514608,1451.3536347850861
08084,39.828981,-75.01553299999999,7040,"{'type': 'Point', 'coordinates': [-75.01553299999999, 39.828981]}",4.04496,1740.4374826945138
08085,39.761162,-75.32410899999999,18737,"{'type': 'Point', 'coordinates': [-75.32410899999999, 39.761162]}",127.740548,146.68012853679005
08086,39.854728,-75.198686,7699,"{'type': 'Point', 'coordinates': [-75.198686, 39.854728]}",23.056938,333.9125082437226
08087,39.596035,-74.380612,24104,"{'type': 'Point', 'coordinates': [-74.380612, 39.596035]}",147.011741,163.9596935322329
08088,39.851467,-74.693412,24664,"{'type': 'Point', 'coordinates': [-74.693412, 39.851467]}",363.464008,67.85816327651348
08089,39.721197,-74.826654,4253,"{'type': 'Point', 'coordinates': [-74.826654, 39.721197]}",49.74138,85.50225184745578
08090,39.799071999999995,-75.15069799999999,8358,"{'type': 'Point', 'coordinates': [-75.15069799999999, 39.799071999999995]}",6.751949,1237.864800222869
08091,39.807116,-74.924178,5357,"{'type': 'Point', 'coordinates': [-74.924178, 39.807116]}",8.67071,617.8271444898976
08092,39.647182,-74.284599,3673,"{'type': 'Point', 'coordinates': [-74.284599, 39.647182]}",67.698955,54.25489950324935
08093,39.864651,-75.137475,9741,"{'type': 'Point', 'coordinates': [-75.137475, 39.864651]}",14.393806,676.7494295810295
08094,39.650587,-74.959292,39940,"{'type': 'Point', 'coordinates': [-74.959292, 39.650587]}",139.193526,286.9386324763409
08095,39.649297999999995,-74.858006,236,"{'type': 'Point', 'coordinates': [-74.858006, 39.649297999999995]}",5.355382,44.067818131367666
08096,39.826978000000004,-75.126536,36116,"{'type': 'Point', 'coordinates': [-75.126536, 39.826978000000004]}",39.998007,902.9449892340886
08097,39.81329,-75.15065,3293,"{'type': 'Point', 'coordinates': [-75.15065, 39.81329]}",3.594081,916.2286548355477
08098,39.639542,-75.329841,9090,"{'type': 'Point', 'coordinates': [-75.329841, 39.639542]}",147.32826,61.6989571450854
08102,39.952558,-75.120999,7565,"{'type': 'Point', 'coordinates': [-75.120999, 39.952558]}",3.388841,2232.326627304143
08103,39.935834,-75.11392099999999,15190,"{'type': 'Point', 'coordinates': [-75.11392099999999, 39.935834]}",6.702895,2266.184984249343
08104,39.916435,-75.113179,23851,"{'type': 'Point', 'coordinates': [-75.113179, 39.916435]}",9.189867,2595.3585617724393
08105,39.950340000000004,-75.096278,29077,"{'type': 'Point', 'coordinates': [-75.096278, 39.950340000000004]}",7.195276,4041.123648349278
08106,39.89152,-75.074085,9874,"{'type': 'Point', 'coordinates': [-75.074085, 39.89152]}",4.335862,2277.2865003544857
08107,39.907844,-75.08353699999999,13675,"{'type': 'Point', 'coordinates': [-75.08353699999999, 39.907844]}",4.944449,2765.727788880015
08108,39.914668,-75.060862,18045,"{'type': 'Point', 'coordinates': [-75.060862, 39.914668]}",7.364233,2450.3570161346065
08109,39.951291,-75.050129,22407,"{'type': 'Point', 'coordinates': [-75.050129, 39.951291]}",12.946108,1730.7904429655614
08110,39.971893,-75.05787600000001,19008,"{'type': 'Point', 'coordinates': [-75.05787600000001, 39.971893]}",20.639692,920.9439753267636
08201,39.423563,-74.493025,10007,"{'type': 'Point', 'coordinates': [-74.493025, 39.423563]}",19.347358,517.228243773646
08202,39.095265000000005,-74.731415,1444,"{'type': 'Point', 'coordinates': [-74.731415, 39.095265000000005]}",27.389664,52.72061752929864
08203,39.425627,-74.392933,9454,"{'type': 'Point', 'coordinates': [-74.392933, 39.425627]}",34.514526,273.91365594880256
08204,38.971104,-74.920999,18557,"{'type': 'Point', 'coordinates': [-74.920999, 38.971104]}",61.209312,303.1728244225323
08205,39.482,-74.452637,28626,"{'type': 'Point', 'coordinates': [-74.452637, 39.482]}",134.002261,213.62326117766028
08210,39.12175,-74.83443,17167,"{'type': 'Point', 'coordinates': [-74.83443, 39.12175]}",197.20413,87.0519293891056
08212,38.933446,-74.95389499999999,294,"{'type': 'Point', 'coordinates': [-74.95389499999999, 38.933446]}",4.320268,68.05133385243693
08215,39.586506,-74.56365600000001,13442,"{'type': 'Point', 'coordinates': [-74.56365600000001, 39.586506]}",309.605572,43.41653127612316
08217,39.574192,-74.719915,70,"{'type': 'Point', 'coordinates': [-74.719915, 39.574192]}",0.119929,583.6786765502923
08221,39.343718,-74.571049,7092,"{'type': 'Point', 'coordinates': [-74.571049, 39.343718]}",11.022676,643.4009309536087
08223,39.27875,-74.655703,4125,"{'type': 'Point', 'coordinates': [-74.655703, 39.27875]}",40.71305,101.31886459010072
08224,39.606361,-74.46671500000001,573,"{'type': 'Point', 'coordinates': [-74.46671500000001, 39.606361]}",12.596216,45.48985187297519
08225,39.362668,-74.541483,8659,"{'type': 'Point', 'coordinates': [-74.541483, 39.362668]}",20.224186,428.1507300219648
08226,39.263688,-74.607792,11701,"{'type': 'Point', 'coordinates': [-74.607792, 39.263688]}",33.222947,352.1963298439479
08230,39.207938,-74.72360400000001,5599,"{'type': 'Point', 'coordinates': [-74.72360400000001, 39.207938]}",33.106475,169.12099521317202
08232,39.387525,-74.515196,19292,"{'type': 'Point', 'coordinates': [-74.515196, 39.387525]}",20.872975,924.2573231654807
08234,39.388393,-74.620728,42532,"{'type': 'Point', 'coordinates': [-74.620728, 39.388393]}",164.416187,258.6849918858658
08240,39.488059,-74.533973,2371,"{'type': 'Point', 'coordinates': [-74.533973, 39.488059]}",4.296375,551.8605801402344
08241,39.534797999999995,-74.476099,1103,"{'type': 'Point', 'coordinates': [-74.476099, 39.534797999999995]}",21.911014,50.33997970153275
08242,39.018576,-74.88890500000001,3216,"{'type': 'Point', 'coordinates': [-74.88890500000001, 39.018576]}",13.232554,243.03698288327408
08243,39.151013,-74.69631899999999,2114,"{'type': 'Point', 'coordinates': [-74.69631899999999, 39.151013]}",11.047797,191.35036605035376
08244,39.318968,-74.588458,10849,"{'type': 'Point', 'coordinates': [-74.588458, 39.318968]}",22.933137,473.07091044718396
08246,39.180965,-74.76580600000001,92,"{'type': 'Point', 'coordinates': [-74.76580600000001, 39.180965]}",0.839987,109.52550456138012
08247,39.052267,-74.78362800000001,925,"{'type': 'Point', 'coordinates': [-74.78362800000001, 39.052267]}",24.033074,38.488626132470614
08248,39.195541,-74.656952,158,"{'type': 'Point', 'coordinates': [-74.656952, 39.195541]}",3.800569,41.57272240025112
08251,39.027715,-74.929514,10364,"{'type': 'Point', 'coordinates': [-74.929514, 39.027715]}",19.998545,518.2377017928054
08260,38.998346999999995,-74.84330200000001,13661,"{'type': 'Point', 'coordinates': [-74.84330200000001, 38.998346999999995]}",64.233064,212.67862918698694
08270,39.271778999999995,-74.785972,8492,"{'type': 'Point', 'coordinates': [-74.785972, 39.271778999999995]}",312.604454,27.165319915755266
08302,39.438613000000004,-75.260646,46872,"{'type': 'Point', 'coordinates': [-75.260646, 39.438613000000004]}",383.489046,122.22513390904001
08310,39.531437,-74.89681,1670,"{'type': 'Point', 'coordinates': [-74.89681, 39.531437]}",29.394438,56.81346926925427
08311,39.327866,-75.204035,2057,"{'type': 'Point', 'coordinates': [-75.204035, 39.327866]}",74.946707,27.44616918258997
08312,39.663736,-75.077505,7875,"{'type': 'Point', 'coordinates': [-75.077505, 39.663736]}",15.524481,507.26333460036443
08314,39.221854,-74.940368,2511,"{'type': 'Point', 'coordinates': [-74.940368, 39.221854]}",34.411171,72.97048972846636
08316,39.269532,-74.949689,400,"{'type': 'Point', 'coordinates': [-74.949689, 39.269532]}",10.207262,39.18778610757713
08317,39.400688,-74.829634,1344,"{'type': 'Point', 'coordinates': [-74.829634, 39.400688]}",18.706731,71.84579710907266
08318,39.557728000000004,-75.177717,12702,"{'type': 'Point', 'coordinates': [-75.177717, 39.557728000000004]}",208.857466,60.81659537131414
08319,39.370409,-74.810816,1253,"{'type': 'Point', 'coordinates': [-74.810816, 39.370409]}",36.619628,34.2166228449945
08320,39.38508,-75.1606,1256,"{'type': 'Point', 'coordinates': [-75.1606, 39.38508]}",1.093686,1148.4100555369641
08321,39.223596,-75.143169,247,"{'type': 'Point', 'coordinates': [-75.143169, 39.223596]}",29.234295,8.448980897264668
08322,39.611102,-75.048771,10524,"{'type': 'Point', 'coordinates': [-75.048771, 39.611102]}",74.811503,140.67355390520626
08323,39.396273,-75.367551,804,"{'type': 'Point', 'coordinates': [-75.367551, 39.396273]}",48.646671,16.527338530523497
08324,39.214626,-74.996612,526,"{'type': 'Point', 'coordinates': [-74.996612, 39.214626]}",22.477411,23.401271614422143
08326,39.537676,-74.92827,1761,"{'type': 'Point', 'coordinates': [-74.92827, 39.537676]}",8.928416,197.23543347442592
08327,39.251531,-74.962812,3070,"{'type': 'Point', 'coordinates': [-74.962812, 39.251531]}",16.673887,184.12023543160632
08328,39.578361,-75.058737,1347,"{'type': 'Point', 'coordinates': [-75.058737, 39.578361]}",5.814183,231.67485440344757
08329,39.275991999999995,-75.007675,221,"{'type': 'Point', 'coordinates': [-75.007675, 39.275991999999995]}",6.834891,32.334092818744296
08330,39.481603,-74.73740699999999,28167,"{'type': 'Point', 'coordinates': [-74.73740699999999, 39.481603]}",317.397459,88.74362160536388
08332,39.377041,-75.023374,36768,"{'type': 'Point', 'coordinates': [-75.023374, 39.377041]}",284.782908,129.10887194114892
08340,39.437232,-74.876405,979,"{'type': 'Point', 'coordinates': [-74.876405, 39.437232]}",34.161764,28.65777071699225
08341,39.525424,-74.95302,2239,"{'type': 'Point', 'coordinates': [-74.95302, 39.525424]}",6.337315,353.3041990180384
08343,39.636348,-75.16756,5030,"{'type': 'Point', 'coordinates': [-75.16756, 39.636348]}",86.665512,58.039234799651325
08344,39.561745,-74.986037,5847,"{'type': 'Point', 'coordinates': [-74.986037, 39.561745]}",64.586243,90.53011490388131
08345,39.282427,-75.160409,805,"{'type': 'Point', 'coordinates': [-75.160409, 39.282427]}",58.375552,13.790019493091902
08346,39.566055,-74.846334,843,"{'type': 'Point', 'coordinates': [-74.846334, 39.566055]}",9.818703,85.85655355905969
08348,39.309933,-74.971365,275,"{'type': 'Point', 'coordinates': [-74.971365, 39.309933]}",4.031685,68.20969396170582
08349,39.273865,-75.07130699999999,2347,"{'type': 'Point', 'coordinates': [-75.07130699999999, 39.273865]}",113.375809,20.701065074649215
08350,39.488101,-74.88202,825,"{'type': 'Point', 'coordinates': [-74.88202, 39.488101]}",10.376158,79.50919791313895
08352,39.475732,-75.12798000000001,448,"{'type': 'Point', 'coordinates': [-75.12798000000001, 39.475732]}",0.761762,588.1101971481907
08353,39.462418,-75.29244,516,"{'type': 'Point', 'coordinates': [-75.29244, 39.462418]}",3.117707,165.506251870365
08360,39.494482,-75.00577,43355,"{'type': 'Point', 'coordinates': [-75.00577, 39.494482]}",112.058202,386.8971590316968
08361,39.449369,-74.958827,17352,"{'type': 'Point', 'coordinates': [-74.958827, 39.449369]}",79.102074,219.36213707873196
08401,39.384718,-74.450577,39554,"{'type': 'Point', 'coordinates': [-74.450577, 39.384718]}",43.60303,907.1387928774675
08402,39.326384999999995,-74.504473,6354,"{'type': 'Point', 'coordinates': [-74.504473, 39.326384999999995]}",6.791073,935.6400674827086
08403,39.318497,-74.542405,997,"{'type': 'Point', 'coordinates': [-74.542405, 39.318497]}",9.564454,104.24013749242769
08406,39.34156,-74.480862,10650,"{'type': 'Point', 'coordinates': [-74.480862, 39.34156]}",9.855065,1080.6625831488682
08501,40.163841,-74.566056,6582,"{'type': 'Point', 'coordinates': [-74.566056, 40.163841]}",71.290663,92.32625596426281
08502,40.448217,-74.653244,11317,"{'type': 'Point', 'coordinates': [-74.653244, 40.448217]}",33.263809,340.21960623932154
08505,40.10309,-74.73357299999999,17736,"{'type': 'Point', 'coordinates': [-74.73357299999999, 40.10309]}",56.716387,312.7138546395771
08510,40.191477,-74.416813,5231,"{'type': 'Point', 'coordinates': [-74.416813, 40.191477]}",50.2402,104.11980844025302
08511,40.042379,-74.557037,826,"{'type': 'Point', 'coordinates': [-74.557037, 40.042379]}",6.865096,120.31878359749084
08512,40.324357,-74.525526,10105,"{'type': 'Point', 'coordinates': [-74.525526, 40.324357]}",55.574626,181.82758440875517
08514,40.134246000000005,-74.491742,4477,"{'type': 'Point', 'coordinates': [-74.491742, 40.134246000000005]}",69.178165,64.71695223485618
08515,40.119177,-74.662894,4637,"{'type': 'Point', 'coordinates': [-74.662894, 40.119177]}",54.843895,84.54906421216072
08518,40.115428,-74.802088,4986,"{'type': 'Point', 'coordinates': [-74.802088, 40.115428]}",5.49613,907.1837820430012
08520,40.254785999999996,-74.536573,27869,"{'type': 'Point', 'coordinates': [-74.536573, 40.254785999999996]}",45.752859,609.1204049128384
08525,40.397715999999996,-74.77951999999999,4767,"{'type': 'Point', 'coordinates': [-74.77951999999999, 40.397715999999996]}",57.685217,82.6381566701916
08527,40.108665,-74.358602,54392,"{'type': 'Point', 'coordinates': [-74.358602, 40.108665]}",223.170735,243.7237122510709
08528,40.387108000000005,-74.618915,315,"{'type': 'Point', 'coordinates': [-74.618915, 40.387108000000005]}",1.840007,171.1950008885836
08530,40.370020000000004,-74.910161,8071,"{'type': 'Point', 'coordinates': [-74.910161, 40.370020000000004]}",66.650814,121.09379489348773
08533,40.071031,-74.500141,6945,"{'type': 'Point', 'coordinates': [-74.500141, 40.071031]}",48.736051,142.50231312340017
08534,40.329421999999994,-74.792789,12929,"{'type': 'Point', 'coordinates': [-74.792789, 40.329421999999994]}",57.404202,225.2274145366571
08535,40.244446999999994,-74.43160400000001,5385,"{'type': 'Point', 'coordinates': [-74.43160400000001, 40.244446999999994]}",47.269301,113.92171845316689
08536,40.332267,-74.581026,20073,"{'type': 'Point', 'coordinates': [-74.581026, 40.332267]}",19.408671,1034.228464174595
08540,40.363009999999996,-74.655321,47115,"{'type': 'Point', 'coordinates': [-74.655321, 40.363009999999996]}",137.11311,343.6214086311659
08542,40.352913,-74.660366,5189,"{'type': 'Point', 'coordinates': [-74.660366, 40.352913]}",1.322833,3922.641784715078
08550,40.280155,-74.614641,19445,"{'type': 'Point', 'coordinates': [-74.614641, 40.280155]}",49.641531,391.7083056926669
08551,40.447111,-74.837285,5532,"{'type': 'Point', 'coordinates': [-74.837285, 40.447111]}",70.162289,78.84577425916079
08553,40.400347,-74.638922,682,"{'type': 'Point', 'coordinates': [-74.638922, 40.400347]}",1.590383,428.82752142094074
08554,40.117217,-74.77784399999999,3818,"{'type': 'Point', 'coordinates': [-74.77784399999999, 40.117217]}",3.152606,1211.0615788969506
08555,40.218286,-74.470792,877,"{'type': 'Point', 'coordinates': [-74.470792, 40.218286]}",4.389837,199.77962735290626
08558,40.413410999999996,-74.703745,6629,"{'type': 'Point', 'coordinates': [-74.703745, 40.413410999999996]}",43.388795,152.78138053845467
08559,40.429224,-74.97906400000001,4982,"{'type': 'Point', 'coordinates': [-74.97906400000001, 40.429224]}",105.690817,47.13749161386462
08560,40.31573,-74.857279,3656,"{'type': 'Point', 'coordinates': [-74.857279, 40.31573]}",36.58712,99.92587555402011
08561,40.251108,-74.581647,226,"{'type': 'Point', 'coordinates': [-74.581647, 40.251108]}",3.131193,72.17696258263224
08562,40.061957,-74.59187800000001,5371,"{'type': 'Point', 'coordinates': [-74.59187800000001, 40.061957]}",44.811385,119.85793342473123
08608,40.219297,-74.76777,983,"{'type': 'Point', 'coordinates': [-74.76777, 40.219297]}",0.999311,983.677753972487
08609,40.225747,-74.74090600000001,13546,"{'type': 'Point', 'coordinates': [-74.74090600000001, 40.225747]}",3.552082,3813.5380883662033
08610,40.191174,-74.716603,30468,"{'type': 'Point', 'coordinates': [-74.716603, 40.191174]}",20.56958,1481.2164370881662
08611,40.183615,-74.740319,28038,"{'type': 'Point', 'coordinates': [-74.740319, 40.183615]}",8.431407,3325.4236214667376
08618,40.249347,-74.789973,38229,"{'type': 'Point', 'coordinates': [-74.789973, 40.249347]}",16.627695,2299.116022996573
08619,40.242301,-74.69640799999999,22723,"{'type': 'Point', 'coordinates': [-74.69640799999999, 40.242301]}",26.090802,870.919951023353
08620,40.170048,-74.651278,14693,"{'type': 'Point', 'coordinates': [-74.651278, 40.170048]}",23.50119,625.2023833686719
08628,40.264418,-74.827047,9054,"{'type': 'Point', 'coordinates': [-74.827047, 40.264418]}",18.895427,479.16355634619947
08629,40.220669,-74.731201,12331,"{'type': 'Point', 'coordinates': [-74.731201, 40.220669]}",2.06228,5979.304459142309
08638,40.254018,-74.763385,22832,"{'type': 'Point', 'coordinates': [-74.763385, 40.254018]}",14.969937,1525.1901193705758
08640,40.004416,-74.591269,7716,"{'type': 'Point', 'coordinates': [-74.591269, 40.004416]}",56.024441,137.72560443753468
08641,40.020342,-74.590238,3553,"{'type': 'Point', 'coordinates': [-74.590238, 40.020342]}",13.168688,269.80668081740566
08648,40.284490000000005,-74.717487,32263,"{'type': 'Point', 'coordinates': [-74.717487, 40.284490000000005]}",43.819585,736.2689537109948
08690,40.224505,-74.660279,18567,"{'type': 'Point', 'coordinates': [-74.660279, 40.224505]}",18.422457,1007.846021841712
08691,40.208731,-74.592097,15104,"{'type': 'Point', 'coordinates': [-74.592097, 40.208731]}",68.660268,219.98166392243036
08701,40.077063,-74.200373,92843,"{'type': 'Point', 'coordinates': [-74.200373, 40.077063]}",64.777534,1433.2592531231583
08720,40.135366,-74.09805,843,"{'type': 'Point', 'coordinates': [-74.09805, 40.135366]}",3.772449,223.46226549384764
